	Group	A1_FB_ShallowInflow	A3_1mMystic	A4_3mMystic	A5_5mMystic	A6_7mMystic	A7_9mMystic	A8_11mMystic	B1_13mMystic	B2_15mMystic	B3_17mMystic	B4_19mMystic	B5_20mMystic	B6_21mMystic	B7_22mMystic	B9_PosControlEColiMystic	H2_PosControlEBAlly	H3_PosControlEMAlly	Kingdom	Phylum	Class	Order	Family	Genus
seq569	Bin 47	0.0	0.0	0.0	0.0	0.0	0.01108714643893542	0.096088602470773637	0.25766224566649232	0.13977219483606962	0.053359840946536001	0.11530632296492838	0.09288564905508119	0.14614874851323964	0.08768924910794379	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
seq645	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.085672237651565328	0.3403417660130677	0.41540121600161845	0.15858478033374859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Cesiribacter
seq649	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.048557028852746285	0.19289778585337564	0.16144438892441756	0.12583502370775526	0.18937241252571049	0.07510153795891425	0.059083377764880096	0.14770844441220024	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
seq669	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.010326185784324784	0.015383187726648222	0.14305384764908538	0.210258719055294	0.14714814742662818	0.15971167346422332	0.20417685528096732	0.10994138361282857	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq759	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40952155024604536	0.33322533785944136	0.19081961596571051	0.0	0.066433495928802919	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria			
seq793	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03370905724744986	0.11755228562406879	0.31413972498687315	0.0	0.32810149054184534	0.1032487207998814	0.1032487207998814	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	
seq826	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064111321716894556	0.13414375276433033	0.35847777334467845	0.19366040628965389	0.24960674588444279	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq828	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10317083107956387	0.50369708294576887	0.19229286813978289	0.0	0.20083921783488434	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq830	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23494253634779774	0.58990030463886545	0.17515715901333687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq846	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043749283434172677	0.12205214104565372	0.24462365290426766	0.066076503945405637	0.25549581525556847	0.26800260341493193	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq848	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084272860040152692	0.11755258820887542	0.31414053359648408	0.19092161740131144	0.16405116754483057	0.12906123320834573	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq908	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42805100182149364	0.57194899817850642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq912	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24412371034777011	0.10873027666553166	0.17621803459586166	0.11356273340622196	0.17868262249230726	0.17868262249230726	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq913	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22354561409348764	0.19912999383079466	0.16136396051805774	0.41596043155765994	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq916	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59948979591836726	0.40051020408163263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Spartobacteria			
seq923	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13513521242105306	0.43335274927874717	0.0	0.07543547857815229	0.11869218657401584	0.23738437314803168	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		
seq934	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11167283840530987	0.3979037873392034	0.0	0.0	0.32694891617032446	0.16347445808516223	0.0	0.0	0.0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
seq941	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15471609778935203	0.41345408260303435	0.0	0.43182981960761363	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq952	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20942872582928107	0.46638737525102308	0.22676075831170434	0.097423140607991482	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq958	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22889164054770161	0.076459548012742878	0.12391719850341086	0.3194310005865702	0.12565030617478723	0.12565030617478723	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
seq969	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.080975915546098065	0.21639521260829611	0.14028379300124025	0.13560766656786558	0.14224580409216667	0.28449160818433333	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
seq989	Bin 47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42805100182149364	0.57194899817850642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales		
Bin 8	Bin 8	0.16401582952025642	0.29640417449899964	0.30340435819461431	0.070031672768919445	0.06259879207702751	0.033286659279054318	0.033089696798113168	0.026344969027392237	0.0	0.0032312165401855511	0.0	0.0041321370139515718	0.0034604942814858456	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq113	Bin 8	0.11312428405235707	0.12720979801996574	0.42458335183287266	0.0	0.086489201299288859	0.17343723125268537	0.075156133542830322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq114	Bin 8	0.14331130939805117	0.40288879782136949	0.35858847113451764	0.0	0.0	0.0	0.09521142164606157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	
seq80	Bin 8	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
Bin 29	Bin 29	0.10114632869854481	0.41584365173412347	0.4494196803520451	0.033590339215286681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Family II		
seq199	Bin 29	0.0	0.19922858888042441	0.66495775769180621	0.0	0.0	0.13581365342776941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Family II	Family II	GpIIa
Bin 70	Bin 70	0.043252537996458569	0.018238408248212219	0.014642466763812933	0.45007248257786758	0.16948108918413321	0.10241010980642971	0.061082479695195938	0.097263873132739778	0.031344956685692642	0.0079529576798829868	0.0	0.0	0.0042586382295743061	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq366	Bin 70	0.0	0.0	0.0	0.30808199223172145	0.0	0.21165314585680595	0.18343272640923183	0.0	0.12705929297454754	0.16977284252769329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq80	Bin 70	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
Bin 7	Bin 7	0.047969767657842742	0.030341301804783935	0.024359116058876185	0.0	0.0	0.0	0.033872143632165098	0.12944605644352541	0.20858109499806918	0.17199637802742698	0.10376541886107375	0.10151631618625244	0.085015726839147057	0.063136679490837164	0.0	0.0	0.0	Bacteria	Actinobacteria				
seq16	Bin 7	0.13462619064561779	0.27250017266089643	0.26948550023607648	0.10014663860124463	0.034309496557833809	0.041280603816003757	0.0059627538845338762	0.0059219131045028222	0.0041302514964526053	0.0	0.01788826165360163	0.023055981686864322	0.036276894262548758	0.05441534139382314	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq17	Bin 7	0.31544834993011173	0.070945193097122397	0.078930366346149167	0.0	0.096470447756404523	0.14508950630737763	0.25148847759945459	0.041627658963380033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq172	Bin 7	0.0	0.022309010190466258	0.02481998103441484	0.1826281036924173	0.16305348651775303	0.11405999241942628	0.10214705987784176	0.085084934984415245	0.079884373671673559	0.085391296452444254	0.039540797372067775	0.050963694390665136	0.050117269396414581	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq24	Bin 7	0.11149698458058198	0.19376890174899161	0.26630271523791893	0.045240615716094335	0.077495499143309735	0.12432169199436002	0.080809099796334022	0.040127806405713812	0.037316304046077817	0.0	0.010101137474541753	0.013019243856076036	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus
seq314	Bin 7	0.0	0.0	0.0	0.10214051096832609	0.2449480772295968	0.03508540098248867	0.15203673759078423	0.21139354610225478	0.042124828568147227	0.084428911725946132	0.022805510638617636	0.05878753853510324	0.046248937658735063	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq380	Bin 7	0.0	0.0	0.0	0.18200074671639893	0.0	0.12503499575476743	0.21672732597493022	0.0	0.075060817515202757	0.40117611403870063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq382	Bin 7	0.0	0.0	0.0	0.17081385581650915	0.23407824685966069	0.23469914406618497	0.10170296242868015	0.0	0.070447115695025278	0.18825867513393987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq41	Bin 7	0.11615094159289531	0.26122663128674511	0.21797157221004382	0.0648023593056887	0.044401616561305216	0.17807757093022145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11736930811310051	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq43	Bin 7	0.21379636052794407	0.0	0.0	0.0	0.0	0.0	0.0	0.14106654838487634	0.0	0.0	0.21305913169853738	0.0	0.43207795938864224	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	
seq51	Bin 7	0.096778497223259957	0.28295471911890091	0.26637129235735357	0.064793017059896818	0.014798405130964087	0.074188290974859752	0.090015126382829824	0.012771226345900513	0.0	0.047606784165995113	0.0	0.049722641240039334	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq736	Bin 7	0.0	0.0	0.0	0.0	0.0	0.0	0.3723249600012995	0.36977478904238648	0.25790025095631414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria			
seq91	Bin 7	0.15719192182573949	0.23568594245208152	0.13110668227312761	0.0	0.060090562708516815	0.040166636081024498	0.10443325381066371	0.017286326258614426	0.036169160356400248	0.0	0.07832494035799778	0.033650715116769418	0.0	0.1058938587590646	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
Bin 86	Bin 86	0.21019495863565613	0.36339712636680349	0.39848591307117126	0.027922001926369164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq126	Bin 86	0.47069597069597069	0.52930402930402931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
seq190	Bin 86	0.0	0.31006711409395976	0.68993288590604029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq46	Bin 86	0.3461328791673941	0.3892311364956299	0.0	0.0	0.26463598433697588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq87	Bin 86	0.16884126224556931	0.13561735627840335	0.15088164746125396	0.0538280472023933	0.22129308294317246	0.12943003922803589	0.032049343046942222	0.063659653997350976	0.044399567596878554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
Bin 37	Bin 37	0.056111182947396775	0.0	0.0	0.074537304249232078	0.11992718504577936	0.27899727076622288	0.11886274257495887	0.15141560423493505	0.081327139656550779	0.03095193142552859	0.030344114041039354	0.019790939404106457	0.016574095293042948	0.018463054683058876	0.0	0.0	0.0026974356781479859	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		
seq113	Bin 37	0.11312428405235707	0.12720979801996574	0.42458335183287266	0.0	0.086489201299288859	0.17343723125268537	0.075156133542830322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq186	Bin 37	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq250	Bin 37	0.0	0.0	0.36347240891508131	0.0	0.22212202767032746	0.22271121076759623	0.0	0.19169435264699494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
seq366	Bin 37	0.0	0.0	0.0	0.30808199223172145	0.0	0.21165314585680595	0.18343272640923183	0.0	0.12705929297454754	0.16977284252769329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq580	Bin 37	0.0	0.0	0.0	0.0	0.0	0.17185036602197179	0.0	0.073958433778862284	0.051582474514556824	0.13784593189421993	0.11170273791428166	0.0	0.0	0.45306005587610743	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq80	Bin 37	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
seq81	Bin 37	0.15711228516473508	0.10600494259752942	0.35380870451383195	0.0	0.0	0.048175544204359079	0.062628207465666802	0.062199247140559494	0.028920669052616838	0.077285873042737763	0.0	0.040360400366763048	0.063504126451200599	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
Bin 33	Bin 33	0.038459398886093461	0.024325909542794108	0.019529737306697117	0.33207800077157507	0.12329968478705783	0.054636765084212155	0.027156735308129117	0.22486186233150629	0.027871386237290401	0.031822337753208314	0.020798285198219735	0.027129979903884664	0.02272023894591001	0.025309677943421816	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq186	Bin 33	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq250	Bin 33	0.0	0.0	0.36347240891508131	0.0	0.22212202767032746	0.22271121076759623	0.0	0.19169435264699494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
seq366	Bin 33	0.0	0.0	0.0	0.30808199223172145	0.0	0.21165314585680595	0.18343272640923183	0.0	0.12705929297454754	0.16977284252769329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq80	Bin 33	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
Bin 35	Bin 35	0.21063458889978393	0.36415718443710599	0.37079654912135984	0.0093268005969230246	0.015006404542511969	0.0099744950828204587	0.0099154744018570239	0.0063155094494240097	0.0	0.0038729934682138001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq126	Bin 35	0.47069597069597069	0.52930402930402931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
seq190	Bin 35	0.0	0.31006711409395976	0.68993288590604029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq46	Bin 35	0.3461328791673941	0.3892311364956299	0.0	0.0	0.26463598433697588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq87	Bin 35	0.16884126224556931	0.13561735627840335	0.15088164746125396	0.0538280472023933	0.22129308294317246	0.12943003922803589	0.032049343046942222	0.063659653997350976	0.044399567596878554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
Bin 10	Bin 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014763120138148525	0.18815172901141855	0.20767273825860555	0.23716002400144531	0.3522523885903821	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	
seq1104	Bin 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35702909094039764	0.17359000628481402	0.0	0.23469045138739425	0.23469045138739425	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	
seq1233	Bin 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08554564428432794	0.22051766082182311	0.34696834744692451	0.34696834744692451	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria			
seq1287	Bin 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55968688845401171	0.44031311154598823	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
Bin 13	Bin 13	0.0	0.0	0.0	0.040658972029256932	0.91585851621723224	0.043482511753510901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	
seq411	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Aquabacterium
seq417	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq446	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq462	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq473	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq477	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq494	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq501	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq503	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq519	Bin 13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 69	Bin 69	0.0	0.0	0.0	0.0	0.10085566473637672	0.16759249844586416	0.23324115760039787	0.19100491782674367	0.068394023657259523	0.065074436992847109	0.051037232155115131	0.049931006433526423	0.041815158028077004	0.031053904123792487	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	
seq186	Bin 69	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq366	Bin 69	0.0	0.0	0.0	0.30808199223172145	0.0	0.21165314585680595	0.18343272640923183	0.0	0.12705929297454754	0.16977284252769329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq7	Bin 69	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
seq757	Bin 69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53640791664097665	0.0	0.0	0.20254023059374807	0.26105185276527532	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
seq80	Bin 69	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
seq81	Bin 69	0.15711228516473508	0.10600494259752942	0.35380870451383195	0.0	0.0	0.048175544204359079	0.062628207465666802	0.062199247140559494	0.028920669052616838	0.077285873042737763	0.0	0.040360400366763048	0.063504126451200599	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
Bin 80	Bin 80	0.0	0.0	0.0099585403672365277	0.091178843622100603	0.33532040400724761	0.19502141552504859	0.16617209370181654	0.12348089626209106	0.056848347845358277	0.016226743356475542	0.0	0.0	0.0057927153126252073	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	
seq413	Bin 80	0.0	0.0	0.0	0.0	0.25439738382654675	0.063768044487025638	0.22106255422168891	0.38420974749146269	0.076562269973276018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae			
seq482	Bin 80	0.0	0.0	0.0	0.0	0.15443501956180655	0.30968932304701791	0.40259611996112332	0.13327953743005225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq554	Bin 80	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	
seq605	Bin 80	0.0	0.0	0.0	0.0	0.0	0.13824276133311811	0.59905196577684505	0.0	0.082989683156983324	0.0	0.17971558973305352	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	
seq634	Bin 80	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
seq807	Bin 80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41755319148936165	0.58244680851063835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	
